description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
3 Socket	1				100	16	362	18		2	"jave,crf,nos"	tsc						"useitem,tmp,nos,sock=3"			99	tri-stats4			20	20	swing1			100	100	dmg%			300	300	skilltab		2	3	3	allskills	95		6	6	tsc																																																										0
																																																																																																									0
3 Socket Orbs																																																																																																									0
1 Socket	1				100	16	362	2		2	"orb,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	15		0	5	dual-res1	15		0	5	cast1	15		20	50	sorc	15		0	1	allskills	15		0	1	tsc																																																										0
1 Socket	1				100	16	362	4		2	"orb,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	20		0	5	dual-res2	20		0	5	cast1	20		20	50	sorc	20		0	1	allskills	20		0	1	tsc																																																										0
2 Socket	1				100	16	362	6		2	"orb,crf,nos"	tsc						"useitem,tmp,nos"				double-stats3	25		0	5	dual-res3	25		0	5	cast1	25		20	50	sorc	25		0	1	allskills	25		0	1	tsc																																																										0
3 Socket	1				100	16	362	8		2	"orb,crf,nos"	tsc						"useitem,tmp,nos"				double-stats4	35		0	5	dual-res4	35		0	10	cast1	35		30	50	sorc	35		0	2	allskills	35		0	2	tsc																																																										0
3 Socket	1				100	16	362	10		2	"orb,crf,nos"	tsc						"useitem,tmp,nos"				cast1	45		20	50	tri-res1	45		0		tri-stats1	45		0	5	sorc	45		0	2	allskills	45		0	2	tsc																																																										0
3 Socket	1				100	16	362	12		2	"orb,crf,nos"	tsc						"useitem,tmp,nos,sock=3"			99	cast1	50		20	50	tri-res2	50		0	5	tri-stats1	50		0	5	sorc	50		0	2	allskills	50		0	2	tsc																																																										0
3 Socket	1				100	16	362	14		2	"orb,crf,nos"	tsc						"useitem,tmp,nos,sock=3"			99	cast1	75		20	50	tri-res3	75		0	5	tri-stats1	75		0	5	sorc	75		0	3	allskills	75		0	3	tsc																																																										0
3 Socket	1				100	16	362	16		2	"orb,crf,nos"	tsc						"useitem,tmp,nos,sock=3"			99	cast1	95		30	50	tri-res4	95		0	5	tri-stats1	95		0	5	sorc	95		1	6	allskills			3	6	tsc																																																										0
3 Socket	1				100	16	362	18		2	"orb,crf,nos"	tsc						"useitem,tmp,nos,sock=3"			99	cast1			50	50	tri-res1			0	10	tri-stats1			0	5	sorc			3	6	allskills			6	6	tsc																																																										0
																																																																																																									0
6 Socket Staff																																																																																																									0
1 Socket	1				100	16	362	2		2	"staf,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						cast	15		0	20	tsc																																																										0
1 Socket	1				100	16	362	4		2	"staf,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	15		0	5				0	5	dual-res2	75		0	5	sorc	15		0	1	cast	15		10	30	tsc																																																										0
2 Socket	1				100	16	362	6		2	"staf,crf,nos"	tsc						"useitem,tmp,nos"				double-stats3	25		0	5				0	5	cast1	85		0	5	sorc	25		0	2	cast	15		20	40	tsc																																																										0
3 Socket	1				100	16	362	8		2	"staf,crf,nos"	tsc						"useitem,tmp,nos"				double-stats4	50		0	5				0	5	cast1	95		0	10	sorc	50		0	3	cast	50		25	40	tsc																																																										0
3 Socket	1				100	16	362	10		2	"staf,crf,nos"	tsc						"useitem,tmp,nos"				double-stats5	50		0	10	tri-stats1	50		0	5	cast1	95		0	25	sorc	75		0	3	cast	85		40	40	tsc																																																										0
3 Socket	1				100	16	362	12		2	"staf,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	double-stats6	50		0	10	tri-stats1	50		0	10	cast1	95		0	25	sorc	85		0	3	allskills	50		0	1	tsc																																																										0
3 Socket	1				100	16	362	14		2	"staf,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	double-stats7	95		3	10	tri-stats2	50		3	10	cast1	95		0	25	sorc	95		0	3	allskills	75		0	3	tsc																																																										0
3 Socket	1				100	16	362	16		2	"staf,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	double-stats8			5	10	tri-stats3			5	10	cast1			10	25	sorc	95		1	3	allskills	85		3	6	tsc																																																										0
3 Socket	1				100	16	362	18		2	"staf,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	double-stats9			10	10	tri-stats4			10	10	cast1			50	50	sorc			3	3	allskills	95		6	6	tsc																																																										0
																																																																																																									0
2 Socket Wand																																																																																																									0
1 Socket	1				100	16	362	2		2	"wand,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						cast	15		0	20	tsc																																																										0
1 Socket	1				100	16	362	4		2	"wand,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	15		0	5				0	5	dual-res2	75		0	5	tri-res1	15		0		cast	15		10	30	tsc																																																										0
2 Socket	1				100	16	362	6		2	"wand,crf,nos"	tsc						"useitem,tmp,nos"				double-stats3	25		0	5				0	5	dual-res3	85		0	5	tri-res2	25		0	5	cast	15		20	40	tsc																																																										0
3 Socket	1				100	16	362	8		2	"wand,crf,nos"	tsc						"useitem,tmp,nos"				double-stats4	50		0	5				0	5	dual-res4	95		0	10	tri-res3	50		0	5	cast	50		25	40	tsc																																																										0
3 Socket	1				100	16	362	10		2	"wand,crf,nos"	tsc						"useitem,tmp,nos"				cast1	50		20	50	tri-stats1	50		0	5	dual-res5	95		5	10	skilltab	7		0	3	cast	85		40	40	tsc																																																										0
3 Socket	1				100	16	362	12		2	"wand,crf,nos"	tsc						"useitem,tmp,nos,sock=2"			99	cast1	50		20	50	tri-stats1	50		0	10	dual-res6	95		7	10	skilltab	7		0	3	allskills	50		0	1	tsc																																																										0
3 Socket	1				100	16	362	14		2	"wand,crf,nos"	tsc						"useitem,tmp,nos,sock=2"			99	cast1	95		20	50	tri-stats2	50		3	10	dual-res7	95		7	10	skilltab	7		0	3	allskills	75		0	3	tsc																																																										0
3 Socket	1				100	16	362	16		2	"wand,crf,nos"	tsc						"useitem,tmp,nos,sock=2"			99	cast1			30	50	tri-stats3			5	10	dual-res8			10	10	nec	95		1	3	allskills	85		3	6	tsc																																																										0
3 Socket	1				100	16	362	18		2	"wand,crf,nos"	tsc						"useitem,tmp,nos,sock=2"			99	cast1			50	50	tri-stats4			10	10	dual-res9			10	10	nec			3	3	allskills	95		6	6	tsc																																																										0
																																																																																																									
6 Socket Polearms																																																																																																									0
1 Socket	1				100	16	362	2		2	"pole,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						swing2	15		0	60	tsc																																																										0
2 Socket	1				100	16	362	4		2	"pole,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	15		0	5				0	5	dual-res2	50		0	5	tri-res1	15		0		swing2	15		0	60	tsc																																																										0
3 Socket	1				100	16	362	6		2	"pole,crf,nos"	tsc						"useitem,tmp,nos"				double-stats3	25		0	5				0	5	dual-res3	50		0	5	tri-res2	25		0	5	swing2	15		20	60	tsc																																																										0
4 Socket	1				100	16	362	8		2	"pole,crf,nos"	tsc						"useitem,tmp,nos"				double-stats4	50		0	5				0	5	dual-res4	50		0	10	tri-res3	50		0	5	swing2	50		30	60	tsc																																																										0
4 Socket	1				100	16	362	10		2	"pole,crf,nos"	tsc						"useitem,tmp,nos"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	85		5	10	tri-res4	75		0	5	swing2	85		40	60	tsc																																																										0
4 Socket	1				100	16	362	12		2	"pole,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	dmg%	50		0	375	crush			0	50	tri-stats2	85		0	50	tri-res1	85		0	10	swing2	50		50	60	tsc																																																										0
4 Socket	1				100	16	362	14		2	"pole,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	dmg%	50		330	400	crush			40	50	tri-stats2			0	50	tri-res2	95		5	10	swing2	75		60	60	tsc																																																										0
4 Socket	1				100	16	362	16		2	"pole,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	dmg%			330	400	crush			40	50	tri-stats2			50	50	tri-res3	95		10	10	swing2	85		60	60	tsc																																																										0
4 Socket	1				100	16	362	18		2	"pole,crf,nos"	tsc						"useitem,tmp,nos,sock=6"			99	dmg%			400	400	crush			50	50	tri-stats2			50	50	tri-res4			15	15	swing2	95		60	60	tsc																																																										0
																																																																																																									0
4 Socket Weapon																																																																																																									0
1 Socket	1				100	16	362	2		2	"weap,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	10		0	5				0	5	dual-res1	50		0	5						dmg%	15		0	20	tsc																																																										0
2 Socket	1				100	16	362	4		2	"weap,crf,nos"	tsc						"useitem,tmp,nos"				double-stats2	15		0	5				0	5	dual-res2	75		0	5	tri-res1	15		0		dmg%	15		0	50	tsc																																																										0
3 Socket	1				100	16	362	6		2	"weap,crf,nos"	tsc						"useitem,tmp,nos"				double-stats3	25		0	5				0	5	dual-res3	85		0	5	tri-res2	25		0	5	dmg%	15		0	75	tsc																																																										0
4 Socket	1				100	16	362	8		2	"weap,crf,nos"	tsc						"useitem,tmp,nos"				double-stats4	50		0	5				0	5	dual-res4	95		0	10	tri-res3	50		0	5	dmg%	50		25	100	tsc																																																										0
4 Socket	1				100	16	362	10		2	"weap,crf,nos"	tsc						"useitem,tmp,nos"				double-stats5	50		0	10	tri-stats1	50		0	5	dual-res5	95		5	10	tri-res4	75		0	5	dmg%	85		50	150	tsc																																																										0
4 Socket	1				100	16	362	12		2	"weap,crf,nos"	tsc						"useitem,tmp,nos,sock=4"			99	dmg%	50		0	375	crush			0	50	tri-stats2	85		0	50	tri-res1	85		0	10	swing2	50		50	60	tsc																																																										0
4 Socket	1				100	16	362	14		2	"weap,crf,nos"	tsc						"useitem,tmp,nos,sock=4"			99	dmg%	50		330	400	crush			40	50	tri-stats2			0	50	tri-res2	95		5	10	swing2	75		60	60	tsc																																																										0
4 Socket	1				100	16	362	16		2	"weap,crf,nos"	tsc						"useitem,tmp,nos,sock=4"			99	dmg%			330	400	crush			40	50	tri-stats2			50	50	tri-res3	95		10	10	swing2	85		60	60	tsc																																																										0
4 Socket	1				100	16	362	18		2	"weap,crf,nos"	tsc						"useitem,tmp,nos,sock=4"			99	dmg%			400	400	crush			40	50	tri-stats2			50	50	tri-res4			15	15	swing2	95		60	60	tsc																																																										0
Mini Cube + Any Gems(1-50) -> Adds to minicube - Unable to remove	0																																																																																																								0
Add Gem x1	1				100					2	y01	gem						useitem				GB-Total			1	1																																																																															0
Add Gem x2	1				100					3	y01	"gem,qty=2"						useitem				GB-Total			2	2																																																																															0
Add Gem x3	1				100					4	y01	"gem,qty=3"						useitem				GB-Total			3	3																																																																															0
Add Gem x4	1				100					5	y01	"gem,qty=4"						useitem				GB-Total			4	4																																																																															0
Add Gem x5	1				100					6	y01	"gem,qty=5"						useitem				GB-Total			5	5																																																																															0
Add Gem x6	1				100					7	y01	"gem,qty=6"						useitem				GB-Total			6	6																																																																															0
Add Gem x7	1				100					8	y01	"gem,qty=7"						useitem				GB-Total			7	7																																																																															0
Add Gem x8	1				100					9	y01	"gem,qty=8"						useitem				GB-Total			8	8																																																																															0
Add Gem x9	1				100					10	y01	"gem,qty=9"						useitem				GB-Total			9	9																																																																															0
Add Gem x10	1				100					11	y01	"gem,qty=10"						useitem				GB-Total			10	10																																																																															0
Add Gem x11	1				100					12	y01	"gem,qty=11"						useitem				GB-Total			11	11																																																																															0
Add Gem x12	1				100					13	y01	"gem,qty=12"						useitem				GB-Total			12	12																																																																															0
Add Gem x13	1				100					14	y01	"gem,qty=13"						useitem				GB-Total			13	13																																																																															0
Add Gem x14	1				100					15	y01	"gem,qty=14"						useitem				GB-Total			14	14																																																																															0
Add Gem x15	1				100					16	y01	"gem,qty=15"						useitem				GB-Total			15	15																																																																															0
Add Gem x16	1				100					17	y01	"gem,qty=16"						useitem				GB-Total			16	16																																																																															0
Add Gem x17	1				100					18	y01	"gem,qty=17"						useitem				GB-Total			17	17																																																																															0
Add Gem x18	1				100					19	y01	"gem,qty=18"						useitem				GB-Total			18	18																																																																															0
Add Gem x19	1				100					20	y01	"gem,qty=19"						useitem				GB-Total			19	19																																																																															0
Add Gem x20	1				100					21	y01	"gem,qty=20"						useitem				GB-Total			20	20																																																																															0
Add Gem x21	1				100					22	y01	"gem,qty=21"						useitem				GB-Total			21	21																																																																															0
Add Gem x22	1				100					23	y01	"gem,qty=22"						useitem				GB-Total			22	22																																																																															0
Add Gem x23	1				100					24	y01	"gem,qty=23"						useitem				GB-Total			23	23																																																																															0
Add Gem x24	1				100					25	y01	"gem,qty=24"						useitem				GB-Total			24	24																																																																															0
Add Gem x25	1				100					26	y01	"gem,qty=25"						useitem				GB-Total			25	25																																																																															0
